"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2025 17:30:00 - 01/01/2025 17:45:00","BZN|NO2","Without Sequence","26.72","",""
"01/01/2025 17:45:00 - 01/01/2025 18:00:00","BZN|NO2","Without Sequence","26.72","",""
"01/01/2025 18:00:00 - 01/01/2025 18:15:00","BZN|NO2","Without Sequence","26.10","",""
"01/01/2025 18:15:00 - 01/01/2025 18:30:00","BZN|NO2","Without Sequence","26.10","",""
"01/01/2025 18:30:00 - 01/01/2025 18:45:00","BZN|NO2","Without Sequence","26.10","",""
"01/01/2025 18:45:00 - 01/01/2025 19:00:00","BZN|NO2","Without Sequence","26.10","",""
"01/01/2025 19:00:00 - 01/01/2025 19:15:00","BZN|NO2","Without Sequence","26.60","",""
"01/01/2025 19:15:00 - 01/01/2025 19:30:00","BZN|NO2","Without Sequence","26.60","",""
"01/01/2025 19:30:00 - 01/01/2025 19:45:00","BZN|NO2","Without Sequence","26.60","",""
"01/01/2025 19:45:00 - 01/01/2025 20:00:00","BZN|NO2","Without Sequence","26.60","",""
"01/01/2025 20:00:00 - 01/01/2025 20:15:00","BZN|NO2","Without Sequence","26.83","",""
"01/01/2025 20:15:00 - 01/01/2025 20:30:00","BZN|NO2","Without Sequence","26.83","",""
"01/01/2025 20:30:00 - 01/01/2025 20:45:00","BZN|NO2","Without Sequence","26.83","",""
"01/01/2025 20:45:00 - 01/01/2025 21:00:00","BZN|NO2","Without Sequence","26.83","",""
"01/01/2025 21:00:00 - 01/01/2025 21:15:00","BZN|NO2","Without Sequence","27.02","",""
"01/01/2025 21:15:00 - 01/01/2025 21:30:00","BZN|NO2","Without Sequence","27.02","",""
"01/01/2025 21:30:00 - 01/01/2025 21:45:00","BZN|NO2","Without Sequence","27.02","",""
"01/01/2025 21:45:00 - 01/01/2025 22:00:00","BZN|NO2","Without Sequence","27.02","",""
"01/01/2025 22:00:00 - 01/01/2025 22:15:00","BZN|NO2","Without Sequence","26.49","",""
"01/01/2025 22:15:00 - 01/01/2025 22:30:00","BZN|NO2","Without Sequence","26.49","",""
"01/01/2025 22:30:00 - 01/01/2025 22:45:00","BZN|NO2","Without Sequence","26.49","",""
"01/01/2025 22:45:00 - 01/01/2025 23:00:00","BZN|NO2","Without Sequence","26.49","",""
"01/01/2025 23:00:00 - 01/01/2025 23:15:00","BZN|NO2","Without Sequence","25.76","",""
"01/01/2025 23:15:00 - 01/01/2025 23:30:00","BZN|NO2","Without Sequence","25.76","",""
"01/01/2025 23:30:00 - 01/01/2025 23:45:00","BZN|NO2","Without Sequence","25.76","",""
"01/01/2025 23:45:00 - 02/01/2025 00:00:00","BZN|NO2","Without Sequence","25.76","",""
"02/01/2025 00:00:00 - 02/01/2025 00:15:00","BZN|NO2","Without Sequence","27.11","",""
"02/01/2025 00:15:00 - 02/01/2025 00:30:00","BZN|NO2","Without Sequence","27.11","",""
"02/01/2025 00:30:00 - 02/01/2025 00:45:00","BZN|NO2","Without Sequence","27.11","",""
"02/01/2025 00:45:00 - 02/01/2025 01:00:00","BZN|NO2","Without Sequence","27.11","",""
"02/01/2025 01:00:00 - 02/01/2025 01:15:00","BZN|NO2","Without Sequence","26.80","",""
"02/01/2025 01:15:00 - 02/01/2025 01:30:00","BZN|NO2","Without Sequence","26.80","",""
"02/01/2025 01:30:00 - 02/01/2025 01:45:00","BZN|NO2","Without Sequence","26.80","",""
"02/01/2025 01:45:00 - 02/01/2025 02:00:00","BZN|NO2","Without Sequence","26.80","",""
"02/01/2025 02:00:00 - 02/01/2025 02:15:00","BZN|NO2","Without Sequence","26.15","",""
"02/01/2025 02:15:00 - 02/01/2025 02:30:00","BZN|NO2","Without Sequence","26.15","",""
"02/01/2025 02:30:00 - 02/01/2025 02:45:00","BZN|NO2","Without Sequence","26.15","",""
"02/01/2025 02:45:00 - 02/01/2025 03:00:00","BZN|NO2","Without Sequence","26.15","",""
"02/01/2025 03:00:00 - 02/01/2025 03:15:00","BZN|NO2","Without Sequence","27.38","",""
"02/01/2025 03:15:00 - 02/01/2025 03:30:00","BZN|NO2","Without Sequence","27.38","",""
"02/01/2025 03:30:00 - 02/01/2025 03:45:00","BZN|NO2","Without Sequence","27.38","",""
"02/01/2025 03:45:00 - 02/01/2025 04:00:00","BZN|NO2","Without Sequence","27.38","",""
"02/01/2025 04:00:00 - 02/01/2025 04:15:00","BZN|NO2","Without Sequence","29.36","",""
"02/01/2025 04:15:00 - 02/01/2025 04:30:00","BZN|NO2","Without Sequence","29.36","",""
"02/01/2025 04:30:00 - 02/01/2025 04:45:00","BZN|NO2","Without Sequence","29.36","",""
"02/01/2025 04:45:00 - 02/01/2025 05:00:00","BZN|NO2","Without Sequence","29.36","",""
"02/01/2025 05:00:00 - 02/01/2025 05:15:00","BZN|NO2","Without Sequence","31.98","",""
"02/01/2025 05:15:00 - 02/01/2025 05:30:00","BZN|NO2","Without Sequence","31.98","",""
"02/01/2025 05:30:00 - 02/01/2025 05:45:00","BZN|NO2","Without Sequence","31.98","",""
"02/01/2025 05:45:00 - 02/01/2025 06:00:00","BZN|NO2","Without Sequence","31.98","",""
"02/01/2025 06:00:00 - 02/01/2025 06:15:00","BZN|NO2","Without Sequence","37.82","",""
"02/01/2025 06:15:00 - 02/01/2025 06:30:00","BZN|NO2","Without Sequence","37.82","",""
"02/01/2025 06:30:00 - 02/01/2025 06:45:00","BZN|NO2","Without Sequence","37.82","",""
"02/01/2025 06:45:00 - 02/01/2025 07:00:00","BZN|NO2","Without Sequence","37.82","",""
"02/01/2025 07:00:00 - 02/01/2025 07:15:00","BZN|NO2","Without Sequence","88.61","",""
"02/01/2025 07:15:00 - 02/01/2025 07:30:00","BZN|NO2","Without Sequence","88.61","",""
"02/01/2025 07:30:00 - 02/01/2025 07:45:00","BZN|NO2","Without Sequence","88.61","",""
"02/01/2025 07:45:00 - 02/01/2025 08:00:00","BZN|NO2","Without Sequence","88.61","",""
"02/01/2025 08:00:00 - 02/01/2025 08:15:00","BZN|NO2","Without Sequence","115.95","",""
"02/01/2025 08:15:00 - 02/01/2025 08:30:00","BZN|NO2","Without Sequence","115.95","",""
"02/01/2025 08:30:00 - 02/01/2025 08:45:00","BZN|NO2","Without Sequence","115.95","",""
"02/01/2025 08:45:00 - 02/01/2025 09:00:00","BZN|NO2","Without Sequence","115.95","",""
"02/01/2025 09:00:00 - 02/01/2025 09:15:00","BZN|NO2","Without Sequence","119.84","",""
"02/01/2025 09:15:00 - 02/01/2025 09:30:00","BZN|NO2","Without Sequence","119.84","",""
"02/01/2025 09:30:00 - 02/01/2025 09:45:00","BZN|NO2","Without Sequence","119.84","",""
"02/01/2025 09:45:00 - 02/01/2025 10:00:00","BZN|NO2","Without Sequence","119.84","",""
"02/01/2025 10:00:00 - 02/01/2025 10:15:00","BZN|NO2","Without Sequence","120.84","",""
"02/01/2025 10:15:00 - 02/01/2025 10:30:00","BZN|NO2","Without Sequence","120.84","",""
"02/01/2025 10:30:00 - 02/01/2025 10:45:00","BZN|NO2","Without Sequence","120.84","",""
"02/01/2025 10:45:00 - 02/01/2025 11:00:00","BZN|NO2","Without Sequence","120.84","",""
"02/01/2025 11:00:00 - 02/01/2025 11:15:00","BZN|NO2","Without Sequence","108.27","",""
"02/01/2025 11:15:00 - 02/01/2025 11:30:00","BZN|NO2","Without Sequence","108.27","",""
"02/01/2025 11:30:00 - 02/01/2025 11:45:00","BZN|NO2","Without Sequence","108.27","",""
"02/01/2025 11:45:00 - 02/01/2025 12:00:00","BZN|NO2","Without Sequence","108.27","",""
"02/01/2025 12:00:00 - 02/01/2025 12:15:00","BZN|NO2","Without Sequence","97.40","",""
"02/01/2025 12:15:00 - 02/01/2025 12:30:00","BZN|NO2","Without Sequence","97.40","",""
"02/01/2025 12:30:00 - 02/01/2025 12:45:00","BZN|NO2","Without Sequence","97.40","",""
"02/01/2025 12:45:00 - 02/01/2025 13:00:00","BZN|NO2","Without Sequence","97.40","",""
"02/01/2025 13:00:00 - 02/01/2025 13:15:00","BZN|NO2","Without Sequence","102.10","",""
"02/01/2025 13:15:00 - 02/01/2025 13:30:00","BZN|NO2","Without Sequence","102.10","",""
"02/01/2025 13:30:00 - 02/01/2025 13:45:00","BZN|NO2","Without Sequence","102.10","",""
"02/01/2025 13:45:00 - 02/01/2025 14:00:00","BZN|NO2","Without Sequence","102.10","",""
"02/01/2025 14:00:00 - 02/01/2025 14:15:00","BZN|NO2","Without Sequence","107.83","",""
"02/01/2025 14:15:00 - 02/01/2025 14:30:00","BZN|NO2","Without Sequence","107.83","",""
"02/01/2025 14:30:00 - 02/01/2025 14:45:00","BZN|NO2","Without Sequence","107.83","",""
"02/01/2025 14:45:00 - 02/01/2025 15:00:00","BZN|NO2","Without Sequence","107.83","",""
"02/01/2025 15:00:00 - 02/01/2025 15:15:00","BZN|NO2","Without Sequence","122.30","",""
"02/01/2025 15:15:00 - 02/01/2025 15:30:00","BZN|NO2","Without Sequence","122.30","",""
"02/01/2025 15:30:00 - 02/01/2025 15:45:00","BZN|NO2","Without Sequence","122.30","",""
"02/01/2025 15:45:00 - 02/01/2025 16:00:00","BZN|NO2","Without Sequence","122.30","",""
"02/01/2025 16:00:00 - 02/01/2025 16:15:00","BZN|NO2","Without Sequence","131.09","",""
"02/01/2025 16:15:00 - 02/01/2025 16:30:00","BZN|NO2","Without Sequence","131.09","",""
"02/01/2025 16:30:00 - 02/01/2025 16:45:00","BZN|NO2","Without Sequence","131.09","",""
"02/01/2025 16:45:00 - 02/01/2025 17:00:00","BZN|NO2","Without Sequence","131.09","",""
"02/01/2025 17:00:00 - 02/01/2025 17:15:00","BZN|NO2","Without Sequence","145.14","",""
"02/01/2025 17:15:00 - 02/01/2025 17:30:00","BZN|NO2","Without Sequence","145.14","",""
"02/01/2025 17:30:00 - 02/01/2025 17:45:00","BZN|NO2","Without Sequence","145.14","",""
"02/01/2025 17:45:00 - 02/01/2025 18:00:00","BZN|NO2","Without Sequence","145.14","",""
"02/01/2025 18:00:00 - 02/01/2025 18:15:00","BZN|NO2","Without Sequence","139.16","",""
"02/01/2025 18:15:00 - 02/01/2025 18:30:00","BZN|NO2","Without Sequence","139.16","",""
"02/01/2025 18:30:00 - 02/01/2025 18:45:00","BZN|NO2","Without Sequence","139.16","",""
"02/01/2025 18:45:00 - 02/01/2025 19:00:00","BZN|NO2","Without Sequence","139.16","",""
"02/01/2025 19:00:00 - 02/01/2025 19:15:00","BZN|NO2","Without Sequence","104.10","",""
"02/01/2025 19:15:00 - 02/01/2025 19:30:00","BZN|NO2","Without Sequence","104.10","",""
"02/01/2025 19:30:00 - 02/01/2025 19:45:00","BZN|NO2","Without Sequence","104.10","",""
"02/01/2025 19:45:00 - 02/01/2025 20:00:00","BZN|NO2","Without Sequence","104.10","",""
"02/01/2025 20:00:00 - 02/01/2025 20:15:00","BZN|NO2","Without Sequence","99.49","",""
"02/01/2025 20:15:00 - 02/01/2025 20:30:00","BZN|NO2","Without Sequence","99.49","",""
"02/01/2025 20:30:00 - 02/01/2025 20:45:00","BZN|NO2","Without Sequence","99.49","",""
"02/01/2025 20:45:00 - 02/01/2025 21:00:00","BZN|NO2","Without Sequence","99.49","",""
"02/01/2025 21:00:00 - 02/01/2025 21:15:00","BZN|NO2","Without Sequence","75.53","",""
"02/01/2025 21:15:00 - 02/01/2025 21:30:00","BZN|NO2","Without Sequence","75.53","",""
"02/01/2025 21:30:00 - 02/01/2025 21:45:00","BZN|NO2","Without Sequence","75.53","",""
"02/01/2025 21:45:00 - 02/01/2025 22:00:00","BZN|NO2","Without Sequence","75.53","",""
"02/01/2025 22:00:00 - 02/01/2025 22:15:00","BZN|NO2","Without Sequence","63.71","",""
"02/01/2025 22:15:00 - 02/01/2025 22:30:00","BZN|NO2","Without Sequence","63.71","",""
"02/01/2025 22:30:00 - 02/01/2025 22:45:00","BZN|NO2","Without Sequence","63.71","",""
"02/01/2025 22:45:00 - 02/01/2025 23:00:00","BZN|NO2","Without Sequence","63.71","",""
"02/01/2025 23:00:00 - 02/01/2025 23:15:00","BZN|NO2","Without Sequence","48.29","",""
"02/01/2025 23:15:00 - 02/01/2025 23:30:00","BZN|NO2","Without Sequence","48.29","",""
"02/01/2025 23:30:00 - 02/01/2025 23:45:00","BZN|NO2","Without Sequence","48.29","",""
"02/01/2025 23:45:00 - 03/01/2025 00:00:00","BZN|NO2","Without Sequence","48.29","",""
"03/01/2025 00:00:00 - 03/01/2025 00:15:00","BZN|NO2","Without Sequence","40.63","",""
"03/01/2025 00:15:00 - 03/01/2025 00:30:00","BZN|NO2","Without Sequence","40.63","",""
"03/01/2025 00:30:00 - 03/01/2025 00:45:00","BZN|NO2","Without Sequence","40.63","",""
"03/01/2025 00:45:00 - 03/01/2025 01:00:00","BZN|NO2","Without Sequence","40.63","",""
"03/01/2025 01:00:00 - 03/01/2025 01:15:00","BZN|NO2","Without Sequence","36.76","",""
"03/01/2025 01:15:00 - 03/01/2025 01:30:00","BZN|NO2","Without Sequence","36.76","",""
"03/01/2025 01:30:00 - 03/01/2025 01:45:00","BZN|NO2","Without Sequence","36.76","",""
"03/01/2025 01:45:00 - 03/01/2025 02:00:00","BZN|NO2","Without Sequence","36.76","",""
"03/01/2025 02:00:00 - 03/01/2025 02:15:00","BZN|NO2","Without Sequence","33.97","",""
"03/01/2025 02:15:00 - 03/01/2025 02:30:00","BZN|NO2","Without Sequence","33.97","",""
"03/01/2025 02:30:00 - 03/01/2025 02:45:00","BZN|NO2","Without Sequence","33.97","",""
"03/01/2025 02:45:00 - 03/01/2025 03:00:00","BZN|NO2","Without Sequence","33.97","",""
"03/01/2025 03:00:00 - 03/01/2025 03:15:00","BZN|NO2","Without Sequence","33.34","",""
"03/01/2025 03:15:00 - 03/01/2025 03:30:00","BZN|NO2","Without Sequence","33.34","",""
"03/01/2025 03:30:00 - 03/01/2025 03:45:00","BZN|NO2","Without Sequence","33.34","",""
"03/01/2025 03:45:00 - 03/01/2025 04:00:00","BZN|NO2","Without Sequence","33.34","",""
"03/01/2025 04:00:00 - 03/01/2025 04:15:00","BZN|NO2","Without Sequence","32.64","",""
"03/01/2025 04:15:00 - 03/01/2025 04:30:00","BZN|NO2","Without Sequence","32.64","",""
"03/01/2025 04:30:00 - 03/01/2025 04:45:00","BZN|NO2","Without Sequence","32.64","",""
"03/01/2025 04:45:00 - 03/01/2025 05:00:00","BZN|NO2","Without Sequence","32.64","",""
"03/01/2025 05:00:00 - 03/01/2025 05:15:00","BZN|NO2","Without Sequence","33.13","",""
"03/01/2025 05:15:00 - 03/01/2025 05:30:00","BZN|NO2","Without Sequence","33.13","",""
"03/01/2025 05:30:00 - 03/01/2025 05:45:00","BZN|NO2","Without Sequence","33.13","",""
"03/01/2025 05:45:00 - 03/01/2025 06:00:00","BZN|NO2","Without Sequence","33.13","",""
"03/01/2025 06:00:00 - 03/01/2025 06:15:00","BZN|NO2","Without Sequence","39.49","",""
"03/01/2025 06:15:00 - 03/01/2025 06:30:00","BZN|NO2","Without Sequence","39.49","",""
"03/01/2025 06:30:00 - 03/01/2025 06:45:00","BZN|NO2","Without Sequence","39.49","",""
"03/01/2025 06:45:00 - 03/01/2025 07:00:00","BZN|NO2","Without Sequence","39.49","",""
"03/01/2025 07:00:00 - 03/01/2025 07:15:00","BZN|NO2","Without Sequence","50.90","",""
"03/01/2025 07:15:00 - 03/01/2025 07:30:00","BZN|NO2","Without Sequence","50.90","",""
"03/01/2025 07:30:00 - 03/01/2025 07:45:00","BZN|NO2","Without Sequence","50.90","",""
"03/01/2025 07:45:00 - 03/01/2025 08:00:00","BZN|NO2","Without Sequence","50.90","",""
"03/01/2025 08:00:00 - 03/01/2025 08:15:00","BZN|NO2","Without Sequence","78.38","",""
"03/01/2025 08:15:00 - 03/01/2025 08:30:00","BZN|NO2","Without Sequence","78.38","",""
"03/01/2025 08:30:00 - 03/01/2025 08:45:00","BZN|NO2","Without Sequence","78.38","",""
"03/01/2025 08:45:00 - 03/01/2025 09:00:00","BZN|NO2","Without Sequence","78.38","",""
"03/01/2025 09:00:00 - 03/01/2025 09:15:00","BZN|NO2","Without Sequence","72.68","",""
"03/01/2025 09:15:00 - 03/01/2025 09:30:00","BZN|NO2","Without Sequence","72.68","",""
"03/01/2025 09:30:00 - 03/01/2025 09:45:00","BZN|NO2","Without Sequence","72.68","",""
"03/01/2025 09:45:00 - 03/01/2025 10:00:00","BZN|NO2","Without Sequence","72.68","",""
"03/01/2025 10:00:00 - 03/01/2025 10:15:00","BZN|NO2","Without Sequence","73.05","",""
"03/01/2025 10:15:00 - 03/01/2025 10:30:00","BZN|NO2","Without Sequence","73.05","",""
"03/01/2025 10:30:00 - 03/01/2025 10:45:00","BZN|NO2","Without Sequence","73.05","",""
"03/01/2025 10:45:00 - 03/01/2025 11:00:00","BZN|NO2","Without Sequence","73.05","",""
"03/01/2025 11:00:00 - 03/01/2025 11:15:00","BZN|NO2","Without Sequence","58.76","",""
"03/01/2025 11:15:00 - 03/01/2025 11:30:00","BZN|NO2","Without Sequence","58.76","",""
"03/01/2025 11:30:00 - 03/01/2025 11:45:00","BZN|NO2","Without Sequence","58.76","",""
"03/01/2025 11:45:00 - 03/01/2025 12:00:00","BZN|NO2","Without Sequence","58.76","",""
"03/01/2025 12:00:00 - 03/01/2025 12:15:00","BZN|NO2","Without Sequence","49.20","",""
"03/01/2025 12:15:00 - 03/01/2025 12:30:00","BZN|NO2","Without Sequence","49.20","",""
"03/01/2025 12:30:00 - 03/01/2025 12:45:00","BZN|NO2","Without Sequence","49.20","",""
"03/01/2025 12:45:00 - 03/01/2025 13:00:00","BZN|NO2","Without Sequence","49.20","",""
"03/01/2025 13:00:00 - 03/01/2025 13:15:00","BZN|NO2","Without Sequence","47.53","",""
"03/01/2025 13:15:00 - 03/01/2025 13:30:00","BZN|NO2","Without Sequence","47.53","",""
"03/01/2025 13:30:00 - 03/01/2025 13:45:00","BZN|NO2","Without Sequence","47.53","",""
"03/01/2025 13:45:00 - 03/01/2025 14:00:00","BZN|NO2","Without Sequence","47.53","",""
"03/01/2025 14:00:00 - 03/01/2025 14:15:00","BZN|NO2","Without Sequence","48.89","",""
"03/01/2025 14:15:00 - 03/01/2025 14:30:00","BZN|NO2","Without Sequence","48.89","",""
"03/01/2025 14:30:00 - 03/01/2025 14:45:00","BZN|NO2","Without Sequence","48.89","",""
"03/01/2025 14:45:00 - 03/01/2025 15:00:00","BZN|NO2","Without Sequence","48.89","",""
"03/01/2025 15:00:00 - 03/01/2025 15:15:00","BZN|NO2","Without Sequence","66.94","",""
"03/01/2025 15:15:00 - 03/01/2025 15:30:00","BZN|NO2","Without Sequence","66.94","",""
"03/01/2025 15:30:00 - 03/01/2025 15:45:00","BZN|NO2","Without Sequence","66.94","",""
"03/01/2025 15:45:00 - 03/01/2025 16:00:00","BZN|NO2","Without Sequence","66.94","",""
"03/01/2025 16:00:00 - 03/01/2025 16:15:00","BZN|NO2","Without Sequence","99.40","",""
"03/01/2025 16:15:00 - 03/01/2025 16:30:00","BZN|NO2","Without Sequence","99.40","",""
"03/01/2025 16:30:00 - 03/01/2025 16:45:00","BZN|NO2","Without Sequence","99.40","",""
"03/01/2025 16:45:00 - 03/01/2025 17:00:00","BZN|NO2","Without Sequence","99.40","",""
"03/01/2025 17:00:00 - 03/01/2025 17:15:00","BZN|NO2","Without Sequence","102.18","",""
"03/01/2025 17:15:00 - 03/01/2025 17:30:00","BZN|NO2","Without Sequence","102.18","",""
"03/01/2025 17:30:00 - 03/01/2025 17:45:00","BZN|NO2","Without Sequence","102.18","",""
"03/01/2025 17:45:00 - 03/01/2025 18:00:00","BZN|NO2","Without Sequence","102.18","",""
"03/01/2025 18:00:00 - 03/01/2025 18:15:00","BZN|NO2","Without Sequence","104.07","",""
"03/01/2025 18:15:00 - 03/01/2025 18:30:00","BZN|NO2","Without Sequence","104.07","",""
"03/01/2025 18:30:00 - 03/01/2025 18:45:00","BZN|NO2","Without Sequence","104.07","",""
"03/01/2025 18:45:00 - 03/01/2025 19:00:00","BZN|NO2","Without Sequence","104.07","",""
"03/01/2025 19:00:00 - 03/01/2025 19:15:00","BZN|NO2","Without Sequence","97.39","",""
"03/01/2025 19:15:00 - 03/01/2025 19:30:00","BZN|NO2","Without Sequence","97.39","",""
"03/01/2025 19:30:00 - 03/01/2025 19:45:00","BZN|NO2","Without Sequence","97.39","",""
